,index,Ref,Description,DecDate,RefusalReasons,Dev_Type,NDPs Referenced,CLPs Referenced,Perms Referenced,AONB Referenced,cleaned,checking col,Countryside & Character,Neighbours and amenties,Design / Character,Natural Environment,"AONB, Landscape & Appearance",Access,Space and amenities,Flooding and Drainage,Conservation & harm to Listed Buildings,Noise & Disturbance,Heritage and History,Affordable Housing
1224,1356,PA22/03205,Demolition of existing garage and alterations and extensions to dwelling.,04/05/2022," 1 The site is within an AONB which is a designated landscape afforded the highest level of protection and should be protected from harm. The proposed extension and alterations to the existing dwelling, by reason of their scale, massing,design and amount of glazing are considered to harmfully add further to the cumulative erosion of the tranquillity of the shore line and street scene, especially from light spill in the nocturnal landscape.  As such the impact on the AONB would be harmful and there would be a failure to conserve the landscape and scenic beauty of the designated landscape as required by Policies 12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030, together with Policies D1, LS1 and LS2 of the Feock Neighbourhood Development Plan, and paragraphs 130, 134 and 176 of the National Planning Policy Framework and Policy SCC09.1 of the Cornwall AONB Management Plan. ",Householder,Feock Neighbourhood Development Plan,Cornwall Local Plan Strategic Policies,,AONB,"['aonb', 'designate', 'landscape', 'afford', 'highest', 'level', 'protection', 'protect', 'harm', 'extension', 'alterations', 'exist', 'scale', 'massingdesign', 'glaze', 'harmfully', 'cumulative', 'erosion', 'tranquillity', 'shore', 'line', 'scene', 'especially', 'light', 'spill', 'nocturnal', 'landscape', 'aonb', 'harmful', 'failure', 'conserve', 'landscape', 'scenic', 'beauty', 'designate', 'landscape', 'require', 'aonb', 'management']","['aonb', 'designate', 'landscape', 'afford', 'highest', 'level', 'protection', 'protect', 'harm', 'extension', 'alterations', 'exist', 'scale', 'massingdesign', 'glaze', 'harmfully', 'cumulative', 'erosion', 'tranquillity', 'shore', 'line', 'scene', 'especially', 'light', 'spill', 'nocturnal', 'landscape', 'aonb', 'harmful', 'failure', 'conserve', 'landscape', 'scenic', 'beauty', 'designate', 'landscape', 'require', 'aonb', 'management']",,,0.24463407695293427,,0.42381760478019714,,,,0.2315474897623062,,,
1225,1357,PA22/02865,"The construction of 10 new 2 storey, 3 and 4 bed holiday homes of between 90 -130 square metres including parking for 10 cars, access road, communal recycling, refuse and cycle stores and associated landscaping.",26/05/2022," 1 The application site is located within an undeveloped parcel of land which is outside the urban form of the settlement of Trevone. The proposed development of 10 new two storey holiday dwellings, by reason of their scale, massing and location would result in harm to the intrinsic character of the surrounding rural setting and the natural qualities of the Carnewas to Stepper Point AONB. Given the lack of any overriding material considerations, the application is not sustainable development and is contrary to Policy CSP-P2, CSP-P3 and CSP-P4 of the Cornwall AONB Management Plan 2022-2027, Policy PAD7, PAD8 and PAD19 of the Padstow Parish Neighbourhood Development Plan 2018-2030, Policies 1, 2, 5, 7, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraphs 7, 8, 80, 82, 130 and 176 of the National Planning Policy Framework 2021. 2 The proposal has not sufficiently demonstrated that surface water can be appropriately managed on site and has not submitted the required level of detail. For this reason, the proposal fails to accord with Policy 26 of the Cornwall Local Plan 2010-2030 and Paragraph 167 and 169 of the National Planning Policy Framework 2021.",Smallscale Major Dwellings,Padstow Parish Neighbourhood Development Plan 2018-2030,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,AONB,"['locate', 'undeveloped', 'parcel', 'outside', 'urban', 'trevone', 'storey', 'holiday', 'scale', 'mass', 'location', 'harm', 'intrinsic', 'character', 'surround', 'rural', 'set', 'natural', 'qualities', 'carnewas', 'stepper', 'aonb', 'give', 'lack', 'override', 'material', 'ations', 'sustainable', 'cspp', 'cspp', 'cspp', 'aonb', 'management', 'sufficiently', 'surface', 'water', 'appropriately', 'manage', 'submit', 'require', 'level', 'fail', 'accord']","['locate', 'undeveloped', 'parcel', 'outside', 'urban', 'trevone', 'storey', 'holiday', 'scale', 'mass', 'location', 'harm', 'intrinsic', 'character', 'surround', 'rural', 'set', 'natural', 'qualities', 'carnewas', 'stepper', 'aonb', 'give', 'lack', 'override', 'material', 'ations', 'sustainable', 'cspp', 'cspp', 'cspp', 'aonb', 'management', 'sufficiently', 'surface', 'water', 'appropriately', 'manage', 'submit', 'require', 'level', 'fail', 'accord']",0.4758574664592743,,0.10787709057331085,,0.10802353918552399,,,0.10058360546827316,,,,
1226,1358,PA22/02534,Erection of a purpose built building to accommodate a solar array of 100 panels and use of the building as a holiday letting unit,25/03/2022," 1 The siting of the proposal to the west of existing residential curtilage and on land that is higher than the surrounding land, results in an extensive mass and form of development that would be visible from public vantage points. The benefits of the solar panels are recognised and although the holiday let would provide some limited economic benefits, the harm to the World Heritage Site and Heritage Coast is not outweighed by significant public benefits as required by Cornwall Local Plan Policy 24. The proposal is thus unacceptable and leads to a detrimental impact on the character of the countryside and the World Heritage Site without any substantial public benefit, contrary to Policies 23 and 24 of the Cornwall Local Plan (Stategic Policies). 2 The application site falls within the Zone of Influence of the Penhale Dunes Special Area of Conservation (SAC) and it is considered that the proposal would when considered in combination with other plans and projects, adversely affects the integrity of the SAC without the ability to mitigate. The proposal is therefore considered to conflict with the aims and intentions of Policy 22 of the Cornwall Local Plan Strategic Policies 2010 - 2030, ethos of European Sites Mitigation DPD 2021 and paragraphs 8 and 182 of the National Planning Policy Framework 2021.",Minor - Dwelling,,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['west', 'exist', 'residential', 'curtilage', 'higher', 'surround', 'land', 'extensive', 'mass', 'visible', 'public', 'vantage', 'solar', 'panel', 'recognise', 'holiday', 'limit', 'economic', 'harm', 'world', 'heritage', 'heritage', 'coast', 'outweigh', 'significant', 'public', 'require', 'unacceptable', 'lead', 'detrimental', 'character', 'countryside', 'world', 'heritage', 'substantial', 'public', 'stategic', 'zone', 'influence', 'penhale', 'dun', 'special', 'conservation', 'combination', 'project', 'adversely', 'integrity', 'ability', 'mitigate', 'ethos', 'european', 'mitigation']","['west', 'exist', 'residential', 'curtilage', 'higher', 'surround', 'land', 'extensive', 'mass', 'visible', 'public', 'vantage', 'solar', 'panel', 'recognise', 'holiday', 'limit', 'economic', 'harm', 'world', 'heritage', 'heritage', 'coast', 'outweigh', 'significant', 'public', 'require', 'unacceptable', 'lead', 'detrimental', 'character', 'countryside', 'world', 'heritage', 'substantial', 'public', 'stategic', 'zone', 'influence', 'penhale', 'dun', 'special', 'conservation', 'combination', 'project', 'adversely', 'integrity', 'ability', 'mitigate', 'ethos', 'european', 'mitigation']",0.06046094745397568,,,,0.05557800084352493,,,,0.18430586159229279,,0.22833533585071564,
1227,1359,PA22/02525,Partial demolition and construction of 20 dwelling houses and new estate road,10/06/2022," 1 The proposed development fails to deliver the 30% target level of affordable housing as required by Policy 8 of the Cornwall Local Plan Strategic Policies 2010 - 2030. The submitted Viability Appraisal and Costs Appraisal is not in accordance with Government Guidance contained in the Planning Practice Guidance and paragraph 58 of the National Planning Policy Framework (2021). As such the application contains insufficient evidence and justification for the scheme to deliver no affordable housing. 2 The proposed development would involve the partial retention and conversion of the existing relatively modern utilitarian buildings which do not make a positive contribution to the character and appearance of the area. There is no overriding reason to retain any of the buildings within the application site. The retention and conversion of an existing building on the site would result in a contrived design giving rise to a poor standard of amenity for future occupiers and a poor site layout. In particular, units 14 - 20, due to the orientation, single aspect and lack of direct natural ventilation into living spaces would have inadequate living conditions for future occupants. The proposed parking layout, in respect of units 1 - 5 would give rise to pedestrian and vehicle conflict thereby failing to provide a safe and suitable access to the site for all people. Although each unit would have a small provision of private amenity space the areas between the dwellings would be laid to hardstanding used for car parking. This is not considered to be an enhancement on the current appearance of the site. The proposal has failed to improve the appearance of the site by including a site specific landscaping scheme. For the reasons outlined the proposal has failed to seize the opportunity to enhance or better reveal the significance of the designated heritage assets and their setting which is impacted upon by the proposed development. The proposal in its current form would however fail to enhance this part of the AONB.The proposal conflicts with the aims and intentions of policies 2, 12, 13, 23, 24 and 27 of the Cornwall Local Plan Strategic Policies 2010 - 2030, policies BD1, BD4, BD5, AD2 and AD3 of the St Just Neighbourhood Plan, policies PD-P1, PD-P2 and PD-P11 of the Cornwall AONB Management Plan 2022 - 2027, paragraphs 9.3.2 and 9.4.2 of the Cornwall Design Guide (2021), and paragraphs 110, 112, 130, 176, 194 and 197 of the of the National Planning Policy Framework 2021. 3 The applicant has failed to submit sufficient ecology information, i.e. An Extended Phase 1 Habitat Survey and Biodiversity Gain Plan, for the local planning authority to assess the ecological impacts and enhancements associated with the development. The application fails to demonstrate that the development would not result in an adverse impact on existing features as a first principle and enable net gains. The application fails to accord with the aims and intentions of Policy 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030, policy AD10 of the St Just Neighbourhood Plan and paragraphs 174 and 180 of the National Planning Policy Framework (2021). 4 In the absence of a completed legal agreement to secure contributions relating to public open space, primary healthcare provision and education infrastructure as part of the development in line with the Council's adopted policies, it renders the development in conflict with policy 28 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and paragraph 58 of the National Planning Policy Framework (2021).",Smallscale Major Dwellings,St Just Neighbourhood Plan,Cornwall Local Plan Strategic Policies,,AONB,"['fail', 'deliver', 'target', 'level', 'affordable', 'require', 'submit', 'viability', 'appraisal', 'cost', 'appraisal', 'accordance', 'government', 'contain', 'practice', 'contain', 'insufficient', 'evidence', 'scheme', 'deliver', 'affordable', 'involve', 'partial', 'retention', 'conversion', 'exist', 'relatively', 'modern', 'utilitarian', 'poive', 'contribution', 'character', 'appearance', 'override', 'retain', 'retention', 'conversion', 'exist', 'contrive', 'design', 'give', 'rise', 'poor', 'standard', 'amenity', 'future', 'occupiers', 'poor', 'layout', 'particular', 'units', 'orientation', 'single', 'aspect', 'lack', 'direct', 'natural', 'ventilation', 'live', 'space', 'inadequate', 'live', 'future', 'occupants', 'park', 'layout', 'respect', 'units', 'rise', 'pedestrian', 'vehicle', 'fail', 'safe', 'suitable', 'access', 'people', 'unit', 'small', 'provision', 'private', 'amenity', 'space', 'lay', 'hardstanding', 'park', 'enhancement', 'current', 'appearance', 'fail', 'improve', 'appearance', 'include', 'specific', 'landscape', 'scheme', 'outline', 'fail', 'seize', 'opportunity', 'enhance', 'better', 'reveal', 'significance', 'designate', 'heritage', 'assets', 'set', 'current', 'fail', 'enhance', 'aonbthe', 'aonb', 'management', 'design', 'guide', 'applicant', 'fail', 'submit', 'sufficient', 'ecology', 'extend', 'phase', 'habitat', 'survey', 'biodivery', 'gain', 'authority', 'assess', 'ecological', 'enhancements', 'associate', 'fail', 'adverse', 'exist', 'feature', 'principle', 'enable', 'gain', 'fail', 'accord', 'absence', 'complete', 'legal', 'agreement', 'secure', 'contributions', 'relate', 'public', 'open', 'space', 'primary', 'healthcare', 'provision', 'education', 'infrastructure', 'line', 'councils', 'render']","['fail', 'deliver', 'target', 'level', 'affordable', 'require', 'submit', 'viability', 'appraisal', 'cost', 'appraisal', 'accordance', 'government', 'contain', 'practice', 'contain', 'insufficient', 'evidence', 'scheme', 'deliver', 'affordable', 'involve', 'partial', 'retention', 'conversion', 'exist', 'relatively', 'modern', 'utilitarian', 'poive', 'contribution', 'character', 'appearance', 'override', 'retain', 'retention', 'conversion', 'exist', 'contrive', 'design', 'give', 'rise', 'poor', 'standard', 'amenity', 'future', 'occupiers', 'poor', 'layout', 'particular', 'units', 'orientation', 'single', 'aspect', 'lack', 'direct', 'natural', 'ventilation', 'live', 'space', 'inadequate', 'live', 'future', 'occupants', 'park', 'layout', 'respect', 'units', 'rise', 'pedestrian', 'vehicle', 'fail', 'safe', 'suitable', 'access', 'people', 'unit', 'small', 'provision', 'private', 'amenity', 'space', 'lay', 'hardstanding', 'park', 'enhancement', 'current', 'appearance', 'fail', 'improve', 'appearance', 'include', 'specific', 'landscape', 'scheme', 'outline', 'fail', 'seize', 'opportunity', 'enhance', 'better', 'reveal', 'significance', 'designate', 'heritage', 'assets', 'set', 'current', 'fail', 'enhance', 'aonbthe', 'aonb', 'management', 'design', 'guide', 'applicant', 'fail', 'submit', 'sufficient', 'ecology', 'extend', 'phase', 'habitat', 'survey', 'biodivery', 'gain', 'authority', 'assess', 'ecological', 'enhancements', 'associate', 'fail', 'adverse', 'exist', 'feature', 'principle', 'enable', 'gain', 'fail', 'accord', 'absence', 'complete', 'legal', 'agreement', 'secure', 'contributions', 'relate', 'public', 'open', 'space', 'primary', 'healthcare', 'provision', 'education', 'infrastructure', 'line', 'councils', 'render']",,,0.12022200971841812,0.06926391273736954,0.07562227547168732,0.0731753334403038,0.1041945293545723,,0.0836939588189125,,0.046769723296165466,0.1509438455104828
1228,1360,PA22/01383,Application for Outline Planning Permission with all matters reserved for demolition of existing building and proposed new residential dwelling,22/02/2022," 1 The application site is located outside of and does not relate to any established or clearly definable settlement, and therefore cannot be considered against the provisions of Policy 3 of the Cornwall Local Plan Strategic Policies 2010 - 2030 or Policy 1 of the Mawnan Parish Neighbourhood Development Plan 2021-2030 (Referendum Version January 2022). The proposal therefore represents an unsustainable intrusion of sporadic housing development into the open countryside, in a location which will not encourage sustainable modes of travel, with future occupiers likely to be highly dependent on a private motor vehicle, and which would also lead to visual harm through the erosion of the character and appearance of the natural environment, which is designated as an AONB, and is therefore a highly sensitive location. The proposed development would fail to conserve and enhance the landscape character and natural beauty of the Cornwall AONB. In the absence of any special circumstances to justify residential development in this context, the proposal does not represent sustainable development and therefore raises direct conflict with Policies 1, 2, 3, 7, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030, Policies 1, 4 and 5 of the Mawnan Parish Neighbourhood Development Plan 2021-2030 (Referendum Version January 2022), and paragraphs 8, 80, 130, 174, and 176 of the National Planning Policy Framework 2021. 2 In the absence of a mechanism to secure the provision of a financial contribution towards the Strategic Access Management and Monitoring Measures for the Fal and Helford Special Area of Conservation, for which there is evidence of an identified need, the proposal is considered to be contrary to Policies 22, 23 and 28 of the Cornwall Local Plan Strategic Policies 2010-2030, the European Sites Mitigation Supplementary Planning Document (July 2021), and advice in paragraphs 8, 55, 57, 174 and 180 of the National Planning Policy Framework 2021.",Minor - Dwelling,Mawnan Parish Neighbourhood Development Plan 2021-2030,Cornwall Local Plan Strategic Policies,,AONB,"['locate', 'outside', 'relate', 'establish', 'clearly', 'definable', 'provision', 'referendum', 'version', 'unsustainable', 'intrusion', 'sporadic', 'open', 'countryside', 'location', 'encourage', 'sustainable', 'modes', 'travel', 'future', 'occupiers', 'likely', 'highly', 'dependent', 'private', 'motor', 'vehicle', 'lead', 'visual', 'harm', 'erosion', 'character', 'appearance', 'natural', 'environment', 'designate', 'aonb', 'highly', 'senive', 'location', 'fail', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'absence', 'special', 'residential', 'context', 'sustainable', 'direct', 'referendum', 'version', 'absence', 'mechanism', 'secure', 'provision', 'financial', 'contribution', 'strategic', 'access', 'management', 'monitor', 'measure', 'helford', 'special', 'conservation', 'evidence', 'identify', 'need', 'european', 'mitigation', 'supplementary', 'document', 'advice']","['locate', 'outside', 'relate', 'establish', 'clearly', 'definable', 'provision', 'referendum', 'version', 'unsustainable', 'intrusion', 'sporadic', 'open', 'countryside', 'location', 'encourage', 'sustainable', 'modes', 'travel', 'future', 'occupiers', 'likely', 'highly', 'dependent', 'private', 'motor', 'vehicle', 'lead', 'visual', 'harm', 'erosion', 'character', 'appearance', 'natural', 'environment', 'designate', 'aonb', 'highly', 'senive', 'location', 'fail', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'absence', 'special', 'residential', 'context', 'sustainable', 'direct', 'referendum', 'version', 'absence', 'mechanism', 'secure', 'provision', 'financial', 'contribution', 'strategic', 'access', 'management', 'monitor', 'measure', 'helford', 'special', 'conservation', 'evidence', 'identify', 'need', 'european', 'mitigation', 'supplementary', 'document', 'advice']",0.37687361240386963,,,0.11655900627374649,0.09633385390043259,,,,,,,0.22353141009807587
1229,1361,PA22/01087,Conversion of existing water reservoir to a single dwelling,04/02/2022," 1 The existing building to which this application relates is not considered to be suitably constructed or appropriate to retain, where it has not been demonstrated the building is capable of conversion without the need for significant rebuilding or alteration. Furthermore, the proposed design and introduction of a residential use on the site would not lead to an enhancement of the immediate setting, where the development would create visually harmful built form, eroding the character and appearance of this part of the countryside which is designated as an Area of Great Landscape Value. In the absence of any special circumstances to justify it, the proposal represents an unsustainable and harmful form of new residential development in the countryside and in the absence of any other material considerations which outweigh such harm, the proposal is contrary to Policies 1, 2, 3, 7, 12, 21 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030 (November 2016), Saved Policy ENV1 of the North Cornwall Local Plan 1999 and Policies 2, 6 and 8 of the adopted St Stephens by Launceston Neighbourhood Development Plan.",Minor - Dwelling,Launceston Neighbourhood Development Plan,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['exist', 'relate', 'suitably', 'construct', 'appropriate', 'retain', 'capable', 'conversion', 'need', 'significant', 'alteration', 'furthermore', 'design', 'introduction', 'residential', 'lead', 'enhancement', 'immediate', 'set', 'create', 'visually', 'harmful', 'erode', 'character', 'appearance', 'countryside', 'designate', 'great', 'landscape', 'value', 'absence', 'special', 'unsustainable', 'harmful', 'residential', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'save', 'north', 'stephens']","['exist', 'relate', 'suitably', 'construct', 'appropriate', 'retain', 'capable', 'conversion', 'need', 'significant', 'alteration', 'furthermore', 'design', 'introduction', 'residential', 'lead', 'enhancement', 'immediate', 'set', 'create', 'visually', 'harmful', 'erode', 'character', 'appearance', 'countryside', 'designate', 'great', 'landscape', 'value', 'absence', 'special', 'unsustainable', 'harmful', 'residential', 'countryside', 'absence', 'material', 'ations', 'outweigh', 'harm', 'save', 'north', 'stephens']",0.20551618933677673,,,,0.29398196935653687,,,,,,,
1230,1362,PA22/01009,Outline application with all matters reserved for construction of 2 no. dwellings and associated works.,22/09/2022," 1 The proposed site is found in the open countryside in an unsustainable location divorced from any established settlement. The scheme does not meet any of the special circumstances listed within Policy 7 of the Cornwall Local Plan and occupants would be predominantly reliant on private motor vehicles to access local services and facilities. The development would visually extend the built form into the open countryside, harming the character and landscape qualities of the Area of Great Landscape Value. The proposal conflicts with Policies 1, 2, 3, 7, 12, 21 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030 (adopted November 2016), Saved Policy CL9 of the Caradon Local Plan (first alteration 2007) and paragraphs 80 and 130 of the National Planning Policy Framework 2021. 2 In the absence of a mechanism to secure a contribution towards the mitigation of harmful impacts resulting from the proposal, it has not been possible for the Council as Competent Authority to be able to conclude that there would be no impact on the integrity of the Tamar Estuary Special Area of Conservation and Plymouth Sound Special Protection Area (the 'European Sites') as a result of the proposed development. As such the proposal conflicts with The Conservation of Habitats and Species Regulations 2017and Policies 22 and 23 of the Cornwall Local Plan 2016.",Minor - Dwelling,,"Cornwall Local Plan Strategic Policies,Cornwall Local Plan",,,"['open', 'countryside', 'unsustainable', 'location', 'divorce', 'establish', 'scheme', 'meet', 'special', 'list', 'occupants', 'predominantly', 'reliant', 'private', 'motor', 'vehicles', 'access', 'service', 'facilities', 'visually', 'extend', 'open', 'countryside', 'harm', 'character', 'landscape', 'qualities', 'great', 'landscape', 'value', 'save', 'alteration', 'absence', 'mechanism', 'secure', 'contribution', 'mitigation', 'harmful', 'possible', 'council', 'competent', 'authority', 'able', 'conclude', 'integrity', 'tamar', 'estuary', 'special', 'conservation', 'plymouth', 'sound', 'special', 'protection', 'european', 'conservation', 'habitats', 'species', 'regulations']","['open', 'countryside', 'unsustainable', 'location', 'divorce', 'establish', 'scheme', 'meet', 'special', 'list', 'occupants', 'predominantly', 'reliant', 'private', 'motor', 'vehicles', 'access', 'service', 'facilities', 'visually', 'extend', 'open', 'countryside', 'harm', 'character', 'landscape', 'qualities', 'great', 'landscape', 'value', 'save', 'alteration', 'absence', 'mechanism', 'secure', 'contribution', 'mitigation', 'harmful', 'possible', 'council', 'competent', 'authority', 'able', 'conclude', 'integrity', 'tamar', 'estuary', 'special', 'conservation', 'plymouth', 'sound', 'special', 'protection', 'european', 'conservation', 'habitats', 'species', 'regulations']",0.3510889410972595,,,0.40270230174064636,,,,,,,,
1231,1363,PA22/00452,Temporary siting of a residential chalet with agricultural worker tie for 3 year trial period,09/02/2022," 1 In the absence of the necessary robust special justification with regards to the essential functional need for a presence on the site and the lack of compelling evidence in respect of the viability of the agricultural enterprise that such dwelling would serve, the proposal, in seeking the creation of a new dwelling (albeit temporary) in an isolated rural location outside of any clearly defined settlement would fail to accord with the Council's spatial strategy for the delivery of housing. As such it would be an unsustainable form of development which would fail to conserve or enhance the landscape character and natural beauty of the AONB designation, in conflict with Policies 1, 2, 3, 7, 12 and 23 of the Cornwall Local Plan Strategic Policies 2010 - 2030 and policies HP7 and LA1 of the Calstock Neighbourhood Development Plan 2021 - 2030.",Minor - Dwelling,Calstock Neighbourhood Development Plan 2021 - 2030,Cornwall Local Plan Strategic Policies,,AONB,"['absence', 'necessary', 'robust', 'regard', 'essential', 'functional', 'need', 'presence', 'lack', 'compel', 'evidence', 'respect', 'viability', 'agricultural', 'enterprise', 'serve', 'seek', 'creation', 'albeit', 'temporary', 'isolate', 'rural', 'location', 'outside', 'clearly', 'define', 'fail', 'accord', 'councils', 'spatial', 'strategy', 'delivery', 'unsustainable', 'fail', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'designation']","['absence', 'necessary', 'robust', 'regard', 'essential', 'functional', 'need', 'presence', 'lack', 'compel', 'evidence', 'respect', 'viability', 'agricultural', 'enterprise', 'serve', 'seek', 'creation', 'albeit', 'temporary', 'isolate', 'rural', 'location', 'outside', 'clearly', 'define', 'fail', 'accord', 'councils', 'spatial', 'strategy', 'delivery', 'unsustainable', 'fail', 'conserve', 'enhance', 'landscape', 'character', 'natural', 'beauty', 'aonb', 'designation']",0.1256021410226822,,,,0.16540475189685822,,,,,,,
1232,1364,PA21/12606,Outline Planning Application with all matters reserved for up to 5 dwellings and associated access road and services within the curtilage of Willow Green Cottage.,20/01/2022," 1 In the absence of valid survey(s) to demonstrate otherwise and when undertaking a precautionary approach, the Local Planning Authority cannot be satisfied that this scheme will not harm protected species, including but not limited to bats, and hence the development is inconsistent with the aims of Policies E1 and E5 of the Truro and Kenwyn Neighbourhood Plan 2015-2030, Policies 1 and 23 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraphs 174 and 180 of the National Planning Policy Framework 2021. 2 In the absence of a mechanism to secure the provision of affordable housing, transport infrastructure, air quality impacts, education infrastructure, public open space, flood defence infrastructure, primary healthcare, police infrastructure and contributions towards the Strategic Access Management and Monitoring Measures for the Fal and Helford and Penhale Dunes SAC for which there is evidence of an identified need, the proposal is considered to be contrary to Policies E1, LC1, LC4 and T1 of the Truro and Kenwyn Neighbourhood Plan 2015-2030, Policies 1, 2, 8, 13, 16, 22 and 28 of the Cornwall Local Plan Strategic Policies 2010-2030 and guidance contained within paragraphs 55, 57, 63, 73, 92, 93, 95, 97, 98, 104, 110, 167, 174 and 186 of the National Planning Policy Framework 2021. 3 In the absence of information regarding the proposed method of foul drainage disposal the scheme has failed to demonstrate that the development would not create any potential risks from pollution that may cause environmental, amenity or public health harm. The proposal is therefore considered contrary to Policies E1 and E3 of the Truro and Kenwyn Neighbourhood Plan 2015-2030, Policies 13 and 16 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraph 174 of the National Planning Policy Framework 2021. 4 In the absence of a suitable Flood Risk Assessment the scheme has failed to demonstrate that appropriate measures to mitigate any residual risk of flooding from the development are available and would be deliverable. The proposal is therefore considered contrary to Policies E1 and E2 of the Truro and Kenwyn Neighbourhood Plan 2015-2030, Policies 13 and 26 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraph 167 of the National Planning Policy Framework 2021.",Minor - Dwelling,Kenwyn Neighbourhood Plan 2015-2030,Cornwall Local Plan Strategic Policies,,,"['absence', 'valid', 'survey', 'undertake', 'precautionary', 'approach', 'authority', 'satisfy', 'scheme', 'harm', 'protect', 'species', 'include', 'limit', 'bat', 'inconsistent', 'truro', 'absence', 'mechanism', 'secure', 'provision', 'affordable', 'transport', 'infrastructure', 'quality', 'education', 'infrastructure', 'public', 'open', 'space', 'flood', 'defence', 'infrastructure', 'primary', 'healthcare', 'police', 'infrastructure', 'contributions', 'strategic', 'access', 'management', 'monitor', 'measure', 'helford', 'penhale', 'dun', 'evidence', 'identify', 'need', 'truro', 'contain', 'absence', 'method', 'foul', 'drainage', 'disposal', 'scheme', 'fail', 'create', 'potential', 'risk', 'pollution', 'cause', 'environmental', 'amenity', 'public', 'health', 'harm', 'truro', 'absence', 'suitable', 'flood', 'risk', 'assessment', 'scheme', 'fail', 'appropriate', 'measure', 'mitigate', 'residual', 'risk', 'flood', 'available', 'deliverable', 'truro']","['absence', 'valid', 'survey', 'undertake', 'precautionary', 'approach', 'authority', 'satisfy', 'scheme', 'harm', 'protect', 'species', 'include', 'limit', 'bat', 'inconsistent', 'truro', 'absence', 'mechanism', 'secure', 'provision', 'affordable', 'transport', 'infrastructure', 'quality', 'education', 'infrastructure', 'public', 'open', 'space', 'flood', 'defence', 'infrastructure', 'primary', 'healthcare', 'police', 'infrastructure', 'contributions', 'strategic', 'access', 'management', 'monitor', 'measure', 'helford', 'penhale', 'dun', 'evidence', 'identify', 'need', 'truro', 'contain', 'absence', 'method', 'foul', 'drainage', 'disposal', 'scheme', 'fail', 'create', 'potential', 'risk', 'pollution', 'cause', 'environmental', 'amenity', 'public', 'health', 'harm', 'truro', 'absence', 'suitable', 'flood', 'risk', 'assessment', 'scheme', 'fail', 'appropriate', 'measure', 'mitigate', 'residual', 'risk', 'flood', 'available', 'deliverable', 'truro']",,,,0.05417777597904205,,0.10999344289302826,,0.16022394597530365,,,,0.4531373381614685
1233,1365,PA21/12419,Proposed rear and side extensions and alterations to existing dwelling.,07/01/2022," 1 The extension and dormer extension, by reason of its scale, height and design would significantly detract from the architectural merits of the original dwelling, which is a Grade II Listed Building. The extension and dormer extension would dominate the rear of the building thereby resulting in the loss of the original character and form of the dwelling. The less than substantial harm to the Grade II Listed Building is not outweighed by any public benefits, raising direct conflict with Policies 12 and 24 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraph 202 of the National Planning Policy Framework 2021. 2 The rear extension due to its height, would result in overbearing impacts on the adjoining neighbouring dwelling to the east. The extension is considered to cause significant and demonstrable harm to the living conditions of the occupiers of the adjoining neighbouring dwelling to the eastwith particular regard to overbearing in conflict with the aims and intentions set out within policies 1 and 12 of the Cornwall Local Plan Strategic Policies 2010-2030 and paragraphs 8 and 130 of the National Planning Policy Framework 2021.",Householder,,Cornwall Local Plan Strategic Policies,,,"['extension', 'dormer', 'extension', 'scale', 'height', 'design', 'significantly', 'detract', 'architectural', 'merit', 'original', 'grade', 'list', 'extension', 'dormer', 'extension', 'dominate', 'rear', 'loss', 'original', 'character', 'substantial', 'harm', 'grade', 'list', 'outweigh', 'public', 'raise', 'direct', 'rear', 'extension', 'height', 'overbear', 'adjoin', 'neighbour', 'east', 'extension', 'cause', 'significant', 'demonstrable', 'harm', 'live', 'occupiers', 'adjoin', 'neighbour', 'eastwith', 'particular', 'regard', 'overbear']","['extension', 'dormer', 'extension', 'scale', 'height', 'design', 'significantly', 'detract', 'architectural', 'merit', 'original', 'grade', 'list', 'extension', 'dormer', 'extension', 'dominate', 'rear', 'loss', 'original', 'character', 'substantial', 'harm', 'grade', 'list', 'outweigh', 'public', 'raise', 'direct', 'rear', 'extension', 'height', 'overbear', 'adjoin', 'neighbour', 'east', 'extension', 'cause', 'significant', 'demonstrable', 'harm', 'live', 'occupiers', 'adjoin', 'neighbour', 'eastwith', 'particular', 'regard', 'overbear']",,0.3896009027957916,,,,,,,0.5613558292388916,,,
